"Id","MSZoning","LotFrontage","Neighborhood","Condition1","BldgType","OverallQual","YearBuilt","YearRemodAdd","BsmtFinSF1","TotalBsmtSF","Heating","CentralAir","Electrical","X1stFlrSF","GrLivArea","BsmtFullBath","FullBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SalePrice","Electrical_imp","TotalBaths","CentralAirnum","HeatingQCnum"
362,"RL",52,"BrkSide","Norm","1Fam",5,1940,1982,399,883,"GasA","Y","SBrkr",988,1505,1,1,3,8,0,1,240,0,0,7,2008,145000,FALSE,2,2,2
363,"RL",64,"Edwards","Norm","1Fam",7,2003,2003,0,0,"GasA","Y","SBrkr",495,1922,0,3,4,7,1,2,672,0,0,7,2009,198500,FALSE,3,2,1
364,"RM",21,"BrDale","Norm","Twnhs",6,1972,2007,162,483,"GasA","Y","SBrkr",483,987,0,1,2,5,0,1,264,250,0,5,2009,118000,FALSE,2,2,2
365,"RL",80,"NWAmes","Norm","1Fam",6,1976,1976,712,796,"GasA","Y","SBrkr",790,1574,1,2,3,6,1,2,566,306,111,7,2006,190000,FALSE,4,2,3
366,"RM",59,"IDOTRR","Norm","1Fam",5,1920,1997,456,672,"GasA","Y","FuseA",672,1344,0,1,3,6,0,1,468,0,128,7,2009,147000,FALSE,1,2,2
367,"RL",73,"NAmes","Norm","1Fam",6,1963,1963,609,1394,"GasA","Y","SBrkr",1394,1394,1,1,3,6,2,2,514,0,76,7,2009,159000,FALSE,3,2,2
368,"RL",101,"NAmes","Norm","1Fam",6,1962,1962,371,1099,"GasA","Y","SBrkr",1431,1431,0,1,3,6,1,1,296,64,110,12,2008,165000,FALSE,2,2,2
369,"RL",78,"NAmes","Norm","1Fam",5,1954,1954,540,1268,"GasA","Y","SBrkr",1268,1268,0,1,2,7,1,1,244,0,98,3,2010,132000,FALSE,1,2,2
370,"RL",73,"NAmes","Norm","1Fam",5,1959,2006,72,1063,"GasA","Y","SBrkr",1287,1287,1,1,3,7,1,2,576,364,17,3,2010,162000,FALSE,2,2,1
371,"RL",65,"Gilbert","Norm","1Fam",6,2000,2000,0,953,"GasA","Y","SBrkr",953,1664,0,2,3,7,1,2,460,100,40,1,2006,172400,FALSE,3,2,1
372,"RL",80,"ClearCr","Feedr","1Fam",4,1959,1959,0,0,"GasA","Y","SBrkr",1120,1588,0,2,4,7,1,2,680,0,59,7,2008,134432,FALSE,2,2,3
373,"RL",50,"SawyerW","Norm","TwnhsE",6,1984,1984,623,744,"GasA","Y","SBrkr",752,752,1,1,2,4,0,1,264,353,0,2,2010,125000,FALSE,2,2,3
374,"RL",79,"NAmes","Norm","1Fam",5,1953,1953,428,608,"GasA","Y","SBrkr",1319,1319,1,1,3,5,0,1,270,66,0,11,2009,123000,FALSE,2,2,3
375,"RL",65,"CollgCr","Norm","1Fam",7,2003,2004,0,847,"GasA","Y","SBrkr",847,1928,0,2,4,8,1,2,434,100,48,7,2007,219500,FALSE,3,2,1
376,"RL",65.5,"Edwards","Norm","1Fam",1,1922,1950,350,683,"GasA","N","FuseA",904,904,1,0,1,4,0,0,0,0,0,3,2009,61000,FALSE,2,1,2
377,"RL",57,"CollgCr","Norm","1Fam",5,1996,1996,298,870,"GasA","Y","SBrkr",914,914,0,1,2,5,0,2,576,0,0,7,2006,148000,FALSE,1,2,1
378,"FV",102,"Somerst","Norm","1Fam",8,2004,2005,0,1580,"GasA","Y","SBrkr",1580,2466,0,3,4,8,1,2,610,159,214,12,2007,340000,FALSE,3,2,1
380,"RL",60,"Gilbert","RRAn","1Fam",6,2000,2000,0,982,"GasA","Y","SBrkr",1007,1800,0,2,3,7,1,2,463,100,63,6,2009,179000,FALSE,3,2,1
381,"RL",50,"SWISU","Norm","1Fam",5,1924,1950,218,1026,"GasA","Y","SBrkr",1026,1691,0,2,3,6,1,1,308,0,0,5,2010,127000,FALSE,2,2,3
382,"FV",60,"Somerst","Norm","1Fam",7,2006,2006,0,1293,"GasA","Y","SBrkr",1301,1301,1,2,2,5,1,2,572,216,121,8,2006,187750,FALSE,3,2,1
383,"RL",79,"CollgCr","Norm","1Fam",7,2006,2006,0,939,"GasA","Y","SBrkr",939,1797,0,2,3,8,0,2,639,144,53,4,2007,213500,FALSE,3,2,1
384,"RH",60,"SawyerW","Norm","1Fam",6,1928,1950,0,784,"GasA","N","FuseA",784,784,0,1,2,5,0,2,360,0,0,10,2009,76000,FALSE,1,1,3
385,"RL",80,"ClearCr","Feedr","1Fam",6,1992,1992,985,1580,"GasA","Y","SBrkr",1079,1953,1,2,3,9,2,2,501,216,231,6,2007,240000,FALSE,4,2,1
386,"RL",43,"Blmngtn","Norm","TwnhsE",8,2004,2005,24,1256,"GasA","Y","SBrkr",1269,1269,0,2,2,6,1,2,430,146,20,4,2010,192000,FALSE,2,2,1
387,"RL",58,"Edwards","Feedr","1Fam",5,1910,1996,0,658,"GasA","Y","SBrkr",658,1184,0,1,5,8,0,0,0,0,151,5,2006,81000,FALSE,1,2,3
388,"RL",72,"Edwards","Norm","1Fam",6,1976,1976,631,1041,"GasA","Y","SBrkr",1125,1125,1,1,3,6,1,1,352,296,0,10,2009,125000,FALSE,2,2,1
389,"RL",93,"CollgCr","Norm","1Fam",7,1999,2000,0,1468,"GasA","Y","SBrkr",1479,1479,0,2,3,6,0,2,577,120,25,7,2008,191000,FALSE,2,2,1
391,"RL",50,"Edwards","Norm","1Fam",5,1900,1950,241,861,"GasA","Y","SBrkr",961,1367,1,1,4,7,0,1,384,0,130,4,2008,119000,FALSE,2,2,1
392,"RL",71,"Mitchel","Norm","1Fam",6,2001,2002,690,804,"GasA","Y","SBrkr",804,1961,1,2,3,7,1,2,560,125,192,6,2009,215000,FALSE,4,2,1
393,"RL",73,"NAmes","Norm","1Fam",5,1959,1959,0,0,"GasA","Y","SBrkr",882,882,0,1,3,5,0,1,294,0,0,7,2007,106500,FALSE,1,2,3
394,"RL",52,"BrkSide","Feedr","1Fam",4,1941,1950,266,788,"GasA","Y","FuseA",788,788,0,1,2,4,2,0,0,0,0,4,2006,100000,FALSE,1,2,3
395,"RL",60,"OldTown","Norm","1Fam",5,1940,1950,0,735,"GasA","Y","FuseA",735,1034,0,1,2,5,0,1,240,0,39,7,2007,109000,FALSE,1,2,2
396,"RL",68,"Edwards","Norm","1Fam",5,1956,1956,739,1144,"GasA","Y","SBrkr",1144,1144,1,1,3,6,0,1,596,44,0,6,2010,129000,FALSE,2,2,3
397,"RL",60,"CollgCr","Norm","1Fam",5,1972,1972,777,894,"GasA","Y","SBrkr",894,894,0,1,2,6,0,2,600,215,0,9,2009,123000,FALSE,1,2,3
398,"RL",69,"NAmes","PosN","1Fam",5,1962,1962,540,864,"GasA","Y","SBrkr",876,1812,0,2,4,8,1,1,264,0,168,7,2007,169500,FALSE,2,2,3
399,"RM",60,"IDOTRR","Norm","1Fam",5,1920,1950,0,961,"GasA","Y","Mix",1077,1077,0,1,2,6,0,1,338,0,0,11,2007,67000,FALSE,1,2,2
400,"FV",65,"Somerst","Norm","1Fam",7,2006,2007,812,1092,"GasA","Y","SBrkr",1112,1550,1,2,2,7,0,2,438,0,168,10,2009,241000,FALSE,3,2,1
401,"RL",38,"Veenker","Norm","TwnhsE",8,1996,1996,786,1260,"GasA","Y","SBrkr",1288,1288,1,1,1,4,2,2,500,120,30,12,2008,245500,FALSE,3,2,1
402,"RL",65,"CollgCr","Norm","1Fam",7,2005,2005,24,1310,"GasA","Y","SBrkr",1310,1310,0,2,3,6,1,2,400,0,0,7,2006,164990,FALSE,2,2,1
403,"RL",60,"Sawyer","Norm","1Fam",5,1940,1997,0,672,"GasA","Y","SBrkr",672,672,0,1,2,4,0,1,240,168,0,8,2008,108000,FALSE,1,2,1
404,"RL",93,"NoRidge","Norm","1Fam",8,1998,1998,0,1141,"GasA","Y","SBrkr",1165,2263,0,2,4,10,1,2,420,144,123,7,2006,258000,FALSE,3,2,2
405,"RL",65,"Gilbert","Norm","1Fam",6,1995,1996,0,806,"GasA","Y","SBrkr",806,1572,0,2,3,7,1,2,373,0,40,5,2007,168000,FALSE,3,2,2
406,"RL",71,"Sawyer","Feedr","1Fam",4,1976,1993,1116,1281,"GasA","Y","SBrkr",1620,1620,1,2,3,8,1,2,490,120,78,6,2009,150000,FALSE,3,2,1
407,"RL",51,"SWISU","Norm","1Fam",6,1936,1950,0,1064,"GasA","Y","FuseA",1166,1639,0,1,3,6,0,1,240,0,0,3,2008,115000,FALSE,1,2,1
408,"RL",63,"Crawfor","Norm","1Fam",6,1915,1976,0,840,"GasA","Y","SBrkr",840,1680,0,2,4,8,0,1,308,0,0,3,2008,177000,FALSE,2,2,1
409,"RL",109,"NridgHt","Norm","1Fam",7,2006,2006,0,1063,"GasA","Y","SBrkr",1071,2172,0,2,3,9,1,3,947,192,62,8,2007,280000,FALSE,3,2,1
410,"FV",85,"Somerst","Norm","1Fam",8,2007,2008,789,1034,"GasA","Y","SBrkr",1050,2078,1,2,3,8,1,3,836,0,102,4,2008,339750,FALSE,4,2,1
411,"RL",68,"Edwards","Norm","1Fam",5,1958,1958,0,1276,"GasA","Y","FuseA",1276,1276,0,1,3,5,0,1,350,0,0,6,2009,60000,FALSE,1,2,3
412,"RL",100,"Gilbert","Norm","2fmCon",5,1955,1955,1056,1056,"GasA","N","SBrkr",1056,1056,1,1,3,5,0,2,572,264,0,1,2006,145000,FALSE,2,1,3
413,"FV",73.5,"Somerst","Norm","1Fam",7,2009,2009,578,1470,"GasA","Y","SBrkr",1478,1478,1,2,2,7,1,2,484,0,144,6,2010,222000,FALSE,4,2,1
414,"RM",56,"OldTown","Artery","1Fam",5,1927,1950,0,1008,"GasA","Y","FuseA",1028,1028,0,1,2,5,1,2,360,0,0,3,2010,115000,FALSE,1,2,2
415,"RL",59,"SawyerW","Norm","1Fam",7,1993,1993,50,1080,"GasA","Y","SBrkr",1080,2097,0,2,3,9,1,3,678,196,187,12,2008,228000,FALSE,4,2,1
416,"RL",73,"Gilbert","Norm","1Fam",7,2007,2007,24,1340,"GasA","Y","SBrkr",1340,1340,0,2,3,6,0,2,396,100,30,8,2007,181134,FALSE,2,2,1
417,"RL",74,"Sawyer","Norm","1Fam",6,1978,1978,209,672,"GasA","Y","SBrkr",672,1400,0,1,3,6,1,2,440,0,0,3,2006,149500,FALSE,2,2,3
418,"RL",86,"Crawfor","Feedr","1Fam",6,1918,1950,1128,1370,"GasW","N","FuseA",1370,2624,1,2,4,10,1,3,864,0,0,11,2007,239000,FALSE,4,1,3
419,"RL",60,"Edwards","Norm","1Fam",5,1940,1950,312,756,"GasA","N","FuseF",756,1134,1,1,3,7,0,1,240,0,0,4,2007,126000,FALSE,3,1,4
420,"RL",65,"NAmes","Norm","1Fam",5,1968,1968,775,1056,"GasA","Y","SBrkr",1056,1056,1,1,3,6,1,1,304,0,85,7,2010,142000,FALSE,2,2,1
421,"RM",78,"Mitchel","Norm","Duplex",7,1997,1998,1309,1344,"GasA","Y","SBrkr",1344,1344,2,2,2,8,0,4,784,0,0,11,2008,206300,FALSE,4,2,1
422,"RL",80,"NWAmes","Norm","1Fam",6,1977,2000,1246,1602,"GasA","Y","SBrkr",1602,1602,0,2,3,8,1,2,529,240,0,6,2009,215000,FALSE,3,2,2
423,"RL",100,"Mitchel","Artery","1Fam",5,1954,1954,0,988,"GasA","Y","FuseA",988,988,0,1,2,4,0,2,520,0,0,2,2008,113000,FALSE,1,2,1
424,"RL",80,"NoRidge","Norm","1Fam",8,1998,1998,986,1470,"GasA","Y","SBrkr",1470,2630,1,2,4,8,1,3,696,0,66,6,2008,315000,FALSE,4,2,2
425,"RL",72,"NAmes","Norm","1Fam",6,1956,1956,616,1196,"GasA","Y","FuseA",1196,1196,1,1,2,6,1,1,297,0,44,5,2008,139000,FALSE,2,2,2
426,"RM",60,"OldTown","Norm","1Fam",7,1946,1992,0,651,"GasA","Y","SBrkr",707,1389,0,1,3,6,2,1,240,0,0,9,2009,135000,FALSE,2,2,2
427,"RL",66.5,"SawyerW","Norm","1Fam",7,1989,1989,1518,1518,"GasA","Y","SBrkr",1644,1644,1,2,2,5,1,2,569,80,0,8,2009,275000,FALSE,4,2,2
428,"RL",77,"NAmes","Norm","1Fam",4,1957,1957,288,907,"GasA","Y","SBrkr",907,907,0,1,3,5,0,1,352,0,0,7,2008,109008,FALSE,1,2,1
429,"RL",64,"CollgCr","Norm","1Fam",7,2007,2007,664,1208,"GasA","Y","SBrkr",1208,1208,1,2,2,6,0,2,628,105,54,9,2007,195400,FALSE,3,2,1
430,"RL",130,"Timber","Norm","1Fam",6,1988,1988,1005,1392,"GasA","Y","SBrkr",1412,1412,1,2,3,6,1,2,576,0,0,3,2009,175000,FALSE,3,2,3
431,"RM",21,"BrDale","Norm","Twnhs",6,1971,1971,387,483,"GasA","Y","SBrkr",483,987,0,1,2,4,0,1,264,0,0,7,2008,85400,FALSE,2,2,3
432,"RM",60,"OldTown","Feedr","1Fam",6,1920,1998,0,901,"GasA","Y","SBrkr",1088,1198,0,1,4,7,0,0,0,0,98,9,2008,79900,FALSE,1,2,2
433,"RM",24,"BrDale","Norm","TwnhsE",5,1971,1971,471,765,"GasA","Y","SBrkr",765,1365,1,1,2,6,0,2,440,240,36,8,2007,122500,FALSE,3,2,1
434,"RL",100,"Gilbert","Norm","1Fam",6,1997,1998,0,926,"GasA","Y","SBrkr",926,1604,0,2,3,7,1,2,470,0,36,7,2008,181000,FALSE,3,2,1
435,"RM",21,"MeadowV","Norm","Twnhs",4,1972,1972,495,630,"GasA","Y","SBrkr",630,630,1,1,1,3,0,0,0,88,0,6,2008,81000,FALSE,2,2,2
436,"RL",43,"CollgCr","PosN","1Fam",7,1996,1996,385,799,"GasA","Y","SBrkr",827,1661,1,2,3,6,1,2,550,158,61,4,2009,212000,FALSE,4,2,1
437,"RM",40,"OldTown","Norm","1Fam",6,1920,1950,0,648,"GasA","Y","FuseA",734,1118,0,1,2,6,0,2,440,0,0,10,2006,116000,FALSE,1,2,3
438,"RM",50,"BrkSide","Norm","1Fam",6,1926,2004,0,884,"GasA","Y","SBrkr",904,904,0,1,2,4,0,1,180,0,0,1,2009,119000,FALSE,1,2,2
439,"RL",40,"Crawfor","Norm","1Fam",5,1913,2002,365,440,"GasA","N","SBrkr",694,694,0,1,2,4,1,1,352,0,0,3,2007,90350,FALSE,1,1,3
440,"RL",67,"Edwards","Norm","1Fam",6,1920,2000,0,684,"GasA","Y","SBrkr",684,1196,0,1,3,7,0,2,528,0,46,8,2009,110000,FALSE,1,2,2
442,"RL",92,"Edwards","Norm","Duplex",4,1955,1955,133,1440,"GasA","N","FuseF",1440,1440,0,2,4,8,0,0,0,0,0,9,2008,118000,FALSE,2,1,3
443,"RM",52,"BrkSide","Norm","1Fam",5,1930,1992,0,1078,"GasA","Y","SBrkr",1128,1573,0,2,3,8,1,2,360,0,0,6,2008,162900,FALSE,2,2,3
444,"RL",53,"Blmngtn","Norm","TwnhsE",7,2006,2007,0,1258,"GasA","Y","SBrkr",1258,1258,0,2,2,6,1,3,648,144,16,6,2007,172500,FALSE,2,2,1
445,"RL",70,"CollgCr","Norm","1Fam",7,1994,1995,642,915,"GasA","Y","SBrkr",933,1908,1,2,4,8,1,2,493,144,133,7,2008,210000,FALSE,4,2,1
446,"RL",73,"Edwards","Norm","1Fam",6,1956,1956,0,1436,"GasA","Y","SBrkr",1689,1689,0,1,3,7,1,2,480,0,0,11,2009,127500,FALSE,1,2,4
447,"RL",137,"NAmes","PosA","1Fam",6,1966,2002,247,1517,"GasA","Y","SBrkr",1888,1888,0,2,2,6,1,2,578,0,0,6,2010,190000,FALSE,3,2,1
448,"RL",65,"Gilbert","Norm","1Fam",7,1998,1999,0,930,"GasA","Y","SBrkr",956,1886,0,2,4,10,1,2,431,89,0,7,2006,199900,FALSE,3,2,2
449,"RM",50,"IDOTRR","Norm","1Fam",6,1937,1950,0,780,"GasA","Y","SBrkr",780,1376,0,2,3,7,1,1,198,0,0,6,2006,119500,FALSE,2,2,3
450,"RM",50,"OldTown","Norm","1Fam",3,1948,2002,331,649,"GasA","Y","SBrkr",679,1183,0,1,2,6,0,1,308,0,176,6,2007,120000,FALSE,2,2,1
451,"RM",70,"OldTown","Norm","1Fam",6,1930,2005,0,813,"GasA","Y","FuseA",813,813,0,1,2,5,0,1,270,0,113,6,2006,110000,FALSE,1,2,1
452,"RL",62,"ClearCr","Norm","1Fam",7,1975,1975,655,1533,"GasA","Y","SBrkr",1533,1533,1,2,2,5,2,2,576,200,54,12,2006,280000,FALSE,3,2,3
453,"RL",85,"Timber","Norm","1Fam",6,1996,1997,742,872,"GasA","Y","SBrkr",888,1756,1,2,3,7,0,2,422,144,122,7,2007,204000,FALSE,4,2,1
454,"FV",75,"Somerst","Norm","1Fam",8,2008,2008,0,768,"GasA","Y","SBrkr",786,1590,0,2,3,6,0,2,676,0,30,6,2009,210000,FALSE,3,2,1
455,"RL",63,"Mitchel","Norm","Duplex",5,1976,1976,1606,1728,"GasA","Y","SBrkr",1728,1728,2,2,4,8,0,2,560,0,0,7,2006,188000,FALSE,4,2,3
456,"RL",80,"NWAmes","Norm","1Fam",7,1973,1973,916,1242,"GasA","Y","SBrkr",1242,1242,0,1,3,6,1,2,528,0,0,9,2007,175500,FALSE,2,2,4
457,"RM",34,"OldTown","Norm","1Fam",5,1916,1950,0,624,"GasA","N","SBrkr",624,1344,0,1,4,7,0,3,513,0,0,5,2008,98000,FALSE,1,1,4
458,"RL",80,"ClearCr","Norm","1Fam",4,1954,1994,1116,1364,"GasA","Y","SBrkr",1663,1663,1,1,2,6,2,2,529,224,137,3,2008,256000,FALSE,2,2,1
459,"RM",60,"OldTown","Norm","1Fam",8,1925,1996,0,588,"GasA","Y","SBrkr",833,1666,0,1,3,7,1,1,228,192,63,6,2008,161000,FALSE,1,2,4
460,"RL",52,"BrkSide","Norm","1Fam",5,1950,1950,185,709,"GasA","Y","SBrkr",979,1203,1,1,3,5,1,1,352,0,0,7,2009,110000,FALSE,2,2,3
461,"FV",75,"Somerst","RRAn","1Fam",8,2009,2009,544,832,"GasA","Y","SBrkr",832,1935,1,2,3,8,0,2,552,0,150,12,2009,263435,FALSE,4,2,1
462,"RL",60,"SWISU","Feedr","1Fam",7,1936,2007,350,560,"GasA","Y","SBrkr",575,1135,1,1,3,6,0,2,576,256,0,4,2009,155000,FALSE,2,2,1
463,"RL",60,"Sawyer","Norm","1Fam",5,1965,1965,553,864,"GasA","Y","SBrkr",864,864,0,1,3,5,1,1,360,0,0,12,2009,62383,FALSE,1,2,2
464,"RL",74,"Crawfor","Norm","1Fam",6,1934,1995,326,715,"GasA","Y","FuseA",849,1660,0,1,3,6,1,1,240,0,0,8,2008,188700,FALSE,2,2,4
465,"RL",60,"CollgCr","Norm","1Fam",5,1978,1978,616,1040,"GasA","Y","SBrkr",1040,1040,0,2,3,5,0,0,0,0,0,8,2009,124000,FALSE,2,2,3
466,"RM",43,"Blmngtn","Norm","TwnhsE",7,2004,2004,0,1375,"GasA","Y","SBrkr",1414,1414,0,2,2,6,1,2,398,144,20,5,2006,178740,FALSE,2,2,1
467,"RL",85,"NAmes","Norm","1Fam",7,1970,1970,778,1277,"GasA","Y","SBrkr",1277,1277,1,1,2,5,1,2,526,0,0,4,2007,167000,FALSE,2,2,3
468,"RL",79,"NAmes","Artery","1Fam",5,1942,1995,386,728,"GasA","Y","SBrkr",888,1644,0,1,3,7,2,1,312,168,0,6,2007,146500,FALSE,2,2,1
469,"RL",98,"NridgHt","Norm","1Fam",8,2006,2006,0,1626,"GasA","Y","SBrkr",1634,1634,0,2,3,7,1,3,866,0,44,5,2007,250000,FALSE,2,2,1
470,"RL",76,"SawyerW","RRNe","1Fam",6,1993,1993,426,832,"GasA","Y","SBrkr",832,1710,0,2,3,7,0,2,506,144,70,6,2008,187000,FALSE,3,2,1
471,"RL",61.5,"StoneBr","Norm","TwnhsE",8,1985,1985,368,1488,"GasA","Y","SBrkr",1502,1502,1,1,1,4,0,2,528,0,54,6,2010,212000,FALSE,3,2,3
472,"RL",92,"NWAmes","PosA","1Fam",7,1977,1977,0,808,"GasA","Y","SBrkr",1161,1969,0,2,3,8,1,2,534,0,0,11,2007,190000,FALSE,3,2,3
473,"RM",35,"Edwards","Norm","TwnhsE",6,2005,2005,459,547,"GasA","Y","SBrkr",1072,1072,1,1,2,5,0,2,525,0,28,6,2008,148000,FALSE,2,2,1
475,"RL",41,"StoneBr","Norm","TwnhsE",8,2000,2000,1196,1494,"GasA","Y","SBrkr",1652,1652,1,2,2,6,0,2,499,96,48,8,2007,251000,FALSE,3,2,1
476,"RL",80,"Sawyer","Norm","1Fam",5,1963,1963,630,970,"GasA","Y","SBrkr",970,970,1,1,2,5,0,2,624,0,24,7,2007,132500,FALSE,2,2,3
477,"RL",75,"CollgCr","Norm","1Fam",6,1997,1998,994,1478,"GasA","Y","SBrkr",1493,1493,1,2,3,7,1,2,508,140,39,4,2008,208900,FALSE,3,2,1
479,"RL",79,"CollgCr","Norm","1Fam",8,2007,2008,1288,1705,"GasA","Y","SBrkr",1718,1718,1,2,3,7,1,3,826,208,44,9,2009,297000,FALSE,3,2,1
480,"RM",50,"OldTown","Norm","1Fam",4,1937,2000,168,907,"GasA","Y","SBrkr",1131,1131,0,1,2,7,0,2,672,0,72,3,2007,89471,FALSE,1,2,3
481,"RL",98,"NridgHt","Norm","1Fam",9,2004,2005,1261,1833,"GasA","Y","SBrkr",1850,1850,1,2,3,8,1,3,772,519,112,3,2006,326000,FALSE,3,2,1
483,"RM",50,"OldTown","Norm","1Fam",7,1915,2005,299,910,"GasA","Y","SBrkr",916,1826,1,1,4,7,1,1,164,0,0,6,2009,155000,FALSE,3,2,1
484,"RM",32,"Mitchel","Norm","Twnhs",6,1998,1998,897,1216,"GasA","Y","SBrkr",1216,1216,1,2,2,5,0,2,402,0,125,5,2006,164000,FALSE,3,2,1
485,"RL",71,"Sawyer","Norm","1Fam",5,1962,2001,588,999,"GasA","Y","SBrkr",999,999,1,1,3,6,0,1,264,0,132,3,2007,132500,FALSE,2,2,2
486,"RL",80,"NAmes","Norm","1Fam",5,1950,2007,607,1113,"GasA","Y","SBrkr",1113,1113,0,1,3,5,1,1,264,0,80,7,2009,147000,FALSE,1,2,2
487,"RL",79,"NAmes","Norm","1Fam",5,1965,1965,836,1073,"GasA","Y","SBrkr",1073,1073,1,1,3,6,0,2,515,0,0,6,2007,156000,FALSE,3,2,3
488,"RL",70,"NWAmes","Norm","1Fam",5,1971,1971,998,1484,"GasA","Y","SBrkr",1484,1484,0,2,3,7,1,2,487,224,0,2,2007,175000,FALSE,2,2,2
489,"RL",60,"OldTown","Norm","2fmCon",5,1900,1970,664,954,"GasA","N","FuseA",1766,2414,0,2,3,10,1,2,520,142,0,5,2006,160000,FALSE,2,1,3
490,"RM",21,"MeadowV","Norm","Twnhs",4,1970,2002,515,630,"GasA","Y","SBrkr",630,630,1,1,1,3,0,1,286,0,0,5,2009,86000,FALSE,2,2,3
491,"RM",21,"MeadowV","Norm","TwnhsE",5,1976,1976,0,264,"GasA","Y","SBrkr",616,1304,0,1,3,4,1,1,336,141,24,6,2008,115000,FALSE,2,2,3
492,"RL",79,"NAmes","Artery","1Fam",6,1941,1950,403,806,"GasA","Y","FuseA",958,1578,1,1,3,5,2,1,240,0,0,8,2006,133000,FALSE,2,2,3
493,"RL",105,"Gilbert","Norm","1Fam",6,2006,2006,0,728,"GasA","Y","SBrkr",728,1456,0,2,3,8,0,2,429,0,0,5,2006,172785,FALSE,3,2,2
494,"RL",70,"NAmes","Norm","1Fam",5,1960,1960,374,1269,"GasA","Y","FuseA",1269,1269,0,1,3,6,1,1,308,0,0,6,2008,155000,FALSE,2,2,3
495,"RM",50,"OldTown","Artery","1Fam",5,1938,1996,0,190,"GasA","Y","FuseA",886,886,0,1,2,4,0,1,273,144,20,12,2009,91300,FALSE,1,2,2
496,"C (all)",60,"IDOTRR","Norm","1Fam",4,1920,1950,495,720,"GasA","N","FuseA",720,720,0,1,2,4,0,0,0,0,523,11,2009,34900,FALSE,1,1,3
498,"RL",60,"BrkSide","Norm","1Fam",7,1925,1950,329,1026,"GasA","Y","SBrkr",1133,1820,1,2,4,8,0,1,240,0,100,6,2008,184000,FALSE,3,2,1
499,"RL",65,"Sawyer","Norm","1Fam",5,1967,2004,450,864,"GasA","Y","SBrkr",899,899,0,1,3,5,0,1,288,64,0,6,2009,130000,FALSE,1,2,1
500,"RL",70,"NAmes","Norm","1Fam",5,1958,1985,111,912,"GasA","Y","SBrkr",912,912,0,1,2,5,0,1,297,12,285,6,2007,120000,FALSE,2,2,4
501,"RM",21,"BrDale","Norm","Twnhs",6,1973,1973,356,672,"GasA","Y","SBrkr",672,1218,0,1,3,7,0,1,264,144,28,5,2007,113000,FALSE,2,2,3
502,"FV",75,"Somerst","Norm","1Fam",7,2005,2005,400,866,"GasA","Y","SBrkr",866,1768,0,2,3,7,0,2,603,0,108,2,2008,226700,FALSE,3,2,2
503,"RL",70,"Edwards","Feedr","1Fam",5,1965,1965,698,1214,"GasA","Y","SBrkr",1214,1214,1,1,2,6,0,2,461,0,0,4,2007,140000,FALSE,2,2,1
504,"RL",100,"Crawfor","Norm","1Fam",7,1959,1997,1247,1501,"GasA","Y","SBrkr",1801,1801,1,2,1,6,2,2,484,0,54,3,2010,289000,FALSE,3,2,3
505,"RL",24,"NPkVill","Norm","TwnhsE",6,1974,1974,257,855,"GasA","Y","SBrkr",855,1322,0,2,3,6,1,2,440,260,0,6,2009,147000,FALSE,4,2,3
506,"RM",60,"OldTown","Artery","Duplex",5,1952,1952,0,960,"GasA","Y","SBrkr",960,1960,0,2,4,10,0,2,400,0,0,7,2009,124500,FALSE,2,2,2
507,"RL",80,"SawyerW","Norm","1Fam",8,1993,1994,380,777,"GasA","Y","SBrkr",1065,1911,0,2,3,8,1,2,471,182,81,9,2006,215000,FALSE,3,2,1
508,"FV",75,"Somerst","Norm","1Fam",6,2009,2009,27,1218,"GasA","Y","SBrkr",1218,1218,0,2,2,4,0,2,676,0,102,9,2009,208300,FALSE,2,2,1
509,"RM",60,"OldTown","Norm","1Fam",7,1928,2005,141,689,"GasA","Y","SBrkr",689,1378,0,2,3,7,1,2,360,0,0,10,2008,161000,FALSE,2,2,1
510,"RL",80,"NAmes","Norm","1Fam",5,1959,1959,991,1041,"GasA","Y","SBrkr",1041,1041,1,1,3,6,0,1,270,224,88,7,2009,124500,FALSE,2,2,1
511,"RL",75,"NAmes","Norm","1Fam",5,1951,2000,650,1008,"GasA","Y","SBrkr",1363,1363,1,1,2,6,2,1,288,324,42,6,2009,164900,FALSE,2,2,1
512,"RL",40,"NridgHt","Norm","TwnhsE",7,2005,2006,0,1368,"GasA","Y","SBrkr",1368,1368,0,2,2,6,1,2,474,132,35,3,2006,202665,FALSE,2,2,1
513,"RL",70,"NAmes","Feedr","1Fam",5,1958,1958,521,864,"GasA","Y","SBrkr",864,864,1,1,3,5,0,2,624,0,0,7,2006,129900,FALSE,2,2,3
514,"RL",71,"Mitchel","Norm","1Fam",6,1983,1983,336,1084,"GasA","Y","SBrkr",1080,1080,0,1,3,5,0,2,484,120,0,6,2007,134000,FALSE,2,2,3
515,"RL",55,"Crawfor","Norm","1Fam",5,1926,1950,0,768,"Grav","N","SBrkr",789,789,0,1,2,5,0,1,200,0,0,6,2007,96500,FALSE,1,1,4
517,"RL",80,"NWAmes","Norm","1Fam",6,1972,1972,0,689,"GasA","Y","SBrkr",1378,2119,0,2,3,7,1,2,583,0,104,8,2009,158000,FALSE,3,2,3
